content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	avgNeg	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	avgPos	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP	SNpos	SNneg	SNpleas	SNatten	SNsensi	SNapt
going to get jubby's valentines day gift with some assistance from lee and shane:) finally got my car registered:) work monday-friday 12-4 ?	2	neutral	0	0	0	1	2	2	-1.908	3.419	0	1	0.249149644	2	-0.2734375	positive	0	0	3	-1	-3.021	2	1	0	5.369	1	0	1	2.307	0	1.808	2.546	-0.495	3.059
About to spend the next couple of hours of my life working for the man	0	neutral	0	0	0	0	0	0	-0.52	0.727	0	2	0.1474914551	0	-0.2895507813	neutral	0	0	1	-1	-1.903	1	0	0	2.671	0	0	1	1.67	0	1.098	1.986	-0.236	2.164
RT @BRADPIFF877: I should of threw my self on the floor and screamed (bro u would be gettin a fat check if u had done dat)	0	negative	0	1	1	0	0	0	-5.357	3.963	-2	2	0.3277504452	0	-0.09375	neutral	1	1	0	-4	-3.503	1	1	0	1.818	0	0	1	0.421	-0.092	-0.175	0.792	-0.208	0.655
need to find a red all lace see thru dress (like my black one)for my friend brian goins red && black birthday party this weekend;;His GIFT!	2	positive	2	0	2	1	2	4	-1.935	5.233	0	1	0.5889610052	3	-0.3339854479	positive	3	3	4	-1	-2.479	2	0	1	6.148	2	1	2	1.494	-0.045	1.432	-0.038	-0.619	1.798
@jimalkhalili Well deserved. Seems emblematic of a new BBC confidence unashamedly to produce docs that are pitched at more advanced level.	0	positive	4	0	0	3	0	3	-1.941	3.933	0	1	1.3751451988	1	-0.0626215935	neutral	0	0	4	-1	-2.268	2	0	0	2.358	2	1	2	1.607	0	1.772	1.054	-0.107	2.1
@Nyamorabu yea  that's y I'm not supposed to use it  they wanna attribute all the results to the mouthwash  without chewing gum to help it.	0	neutral	1	0	1	0	0	2	-8.056	1.778	0	2	0.5664978027	0	-0.8268432617	negative	0	0	0	-1	-8.397	1	0	0	0.974	0	0	1	1.468	-0.04	1.249	1.699	-0.527	1.811
RT @remhq: The Helping Haiti charity single for Everybody Hurts is available for download at http://bit.ly/dihtlL	0	negative	1	1	0	2	0	2	-0.596	2.921	-2	1	0.2265625	1	-0.0041503906	neutral	0	0	1	-3	-4.327	1	0	0	1.671	0	0	1	0.67	0	-0.087	0.557	-0.057	1.738
@Jesse_Son How DARE YOU I am now* your darklordwaffle PIMP now hoe work that corner *pimp slaps*	0	neutral	1	0	0	1	1	0	-5.021	4.786	0	3	0.2383426058	0	-0.0703125	neutral	0	2	0	-1	-2.1	1	0	0	1.398	1	0	1	0.128	0	0.06	0.114	-0.148	0.238
Well on the bright side if the conservatives win the general elections the scots can stop leeching from the english purse!	0	positive	2	0	0	3	0	5	-5.479	4.387	-1	2	0.7424547691	0	-0.0072011948	neutral	0	0	1	-1	-1.253	2	0	0	3.159	1	0	2	2.601	0	2.458	3.315	-0.114	2.266
Learning about water heaters - ah the joys of home ownership - and still being single : )	0	positive	1	0	0	0	0	0	-1.843	2.244	0	1	0.193359375	0	-0.0757427216	neutral	0	0	2	-1	-2.936	3	0	0	3.346	0	0	3	0.99	0	0.6	1.531	-0.605	1.582
Personal Branding Is All About How You Execute The Brand | Jupdi Blogs: Like many people possibly think  personal ... http://bit.ly/93Lbkd	0	positive	1	0	0	1	0	2	-5.301	4.733	0	1	0.7833251953	0	-0.1630859375	neutral	0	0	0	-1	-0.504	1	0	0	2.13	2	0	2	1.269	-0.131	0.54	1.502	-1.049	1.82
@MizzChievouz http://twitpic.com/11ww1v - makeupkase	0	neutral	0	0	0	0	0	0	0	0.739	0	1	0	0	0	positive	0	0	0	-1	0	1	0	0	0.248	0	0	1	0	0	0	0	0	0
2 cans of full fat coke and im bouncing round the place.	0	neutral	0	1	1	0	0	0	-0.698	0.955	0	1	0.3038835896	0	0	neutral	1	1	1	-1	-1.319	2	1	0	2.993	0	0	1	0.427	-0.064	0.104	0.544	-0.142	0.731
My Business is Free to Join and makes me $12000 a month http://freewage.ws	0	neutral	1	0	0	1	0	2	-1.253	2.025	0	1	0.0514903069	0	-0.0625	neutral	0	0	1	-1	-1.498	1	0	0	1.863	0	0	1	1.193	0	0.906	1.322	-0.175	1.526
RT @ZachBehrens: And so the rain begins here in Studio City... http://myloc.me/3EJOB	0	neutral	0	0	0	0	0	0	-0.12	1.778	0	1	0	0	-0.0625	neutral	0	0	0	-1	-1.333	1	0	0	3.893	0	0	1	0.285	0	0.119	0.287	-0.205	0.655
Turns out I got the dates mixed up.. Match is tomorrow so off to bed peeps... C ya all at 4... Gnite n sweet dreams	1	positive	2	0	0	1	2	3	-0.874	4.129	0	2	0.7210979462	1	-0.481388092	positive	0	0	1	-1	-2.8	2	0	0	4.951	1	0	2	0.489	0	0.183	0.587	-0.199	0.9
PORN!?! Shit WONT be E Z my G! Trust me i TRIED! RT @overtheFame I think I know what I am giving up for Lent...it won'... http://3.ly/3uC	0	negative	1	1	0	1	1	1	-6.094	4.069	-4	3	1.1258544922	0	-0.3232421875	negative	0	2	1	-2	-6.191	1	2	1	2.56	1	0	2	0.686	-0.402	-0.103	0.688	-0.1	0.404
i wanna be the minority  i dont need your authority  down with the moral majority	0	neutral	1	0	1	0	0	1	-5.325	2.742	0	2	0.264497295	1	-0.271484375	neutral	0	1	3	-1	-3.607	2	0	1	0.795	3	0	1	1.325	-0.312	0.415	1.806	-0.906	1.606
i'm so super duper excitied right now cuz' i'm gonna watch Harry Potter !	0	positive	2	0	0	2	1	3	-1.187	2.888	0	1	0.2958984375	0	-0.150687512	neutral	1	1	0	-1	-2.361	5	0	1	5.364	0	1	3	0.287	-0.062	0.091	-0.319	-0.178	0.511
@planetjedward hey! going to see you in dundrum on friday:) i was talking to ur mam(my teacher) today:) NO SCHOL because im going to you:)x	0	positive	0	0	0	0	0	0	-2.855	3.555	-1	1	0.173401475	0	-0.7421875	positive	0	0	1	-1	-5.45	4	0	0	3.597	1	0	3	0.082	0	-0.107	0.288	-0.126	0.19
every body check out yung purp on myspace @ rod-kush and yung purp muzik page hit single put me in ya research http://po.st/hdA	0	neutral	0	0	0	0	0	0	-5.132	3.398	0	1	0.2026283749	0	-0.3424722403	neutral	0	1	0	-1	-1.144	1	0	1	2.08	0	0	1	1.202	-0.028	0.751	1.786	-0.056	1.066
Leadership and learning are indispensable to each other. -John F. Kennedy	0	neutral	2	0	0	0	0	0	-0.763	6.555	0	1	0.21875	0	-0.375	neutral	0	0	1	-1	-0.693	1	0	0	0.979	0	0	1	0.269	0	0.085	0.456	0.058	0.436
[BlogNetNewsHR] Bearing Drift: Randy Forbes: Name that salary cut: Number of comments: 1Congressman Randy Forbes ... http://bit.ly/a1dslk	0	negative	0	0	1	0	1	0	-4.076	2.26	-1	1	1.3485026649	1	-0.0092887878	neutral	0	0	1	-2	-1.521	1	0	0	1.28	1	0	1	0.158	-0.057	0.013	0.364	-0.293	0.219
RT @kgarrard: I lift my eyes up to You  to You whose throne is in heaven. Ps. 123:1... <3 // Love it. And the maker of heaven & earth :)	0	positive	3	0	0	3	0	7	-1.554	9.618	0	1	0.6560058594	1	-0.0888624191	positive	0	0	2	-1	-1.917	3	0	0	11.119	1	0	3	0.801	0	0.573	0.755	-0.331	1.406
YouTube - State of the Union - American IDLE http://bit.ly/b76iOz	0	neutral	0	1	1	0	0	0	-0.44	2.168	0	1	0	0	-0.0986328125	neutral	0	0	0	-1	-0.254	1	0	0	1.126	0	0	1	0.209	0	0.075	0.411	-0.165	0.308
How to Succeed in the Age of Going Solo? A great article for everyone to read in the WSJ. http://tinyurl.com/yzma3sn	1	positive	2	0	0	2	1	3	-1.59	4.457	0	1	0.2698974609	1	-0.4375	neutral	0	0	1	-1	-0.751	2	0	0	4.438	1	0	3	1.262	-0.025	1.004	1.337	-0.222	1.578
@bnavarro1115 hahah YAYYY!! we miss you so much  even moby! xP haha ya we have to find joe bahah :D	0	positive	1	1	1	0	0	3	-6.464	9.327	-2	3	0.2840423584	0	-0.2450466156	neutral	0	0	0	-2	-3.702	3	0	0	2.593	0	0	3	0.248	-0.949	-1.131	0.608	0.283	-0.4
RT @zdnetkorea ?! ???? 750??? http://tinyurl.com/ydvrwpw	0	positive	0	0	0	0	0	0	-0.032	1.062	0	1	0	0	0	neutral	0	0	0	-1	-0.287	1	0	0	0.246	0	0	2	0	0	0	0	0	0
@bfrench4 what disneyworld commercial? he's the saints qb and is sooo cute :)	0	positive	1	0	0	1	0	2	-2.736	2.285	0	1	0.5625	0	-0.09375	positive	0	0	1	-1	-0.814	3	0	0	0.852	0	0	2	0.91	0	0.98	1.132	-0.154	0.816
Las year I was so stressed out I forgot I was my birthday. Didn't figure it out til 730 that night. My bad.	1	negative	0	1	1	0	1	0	-3.376	1.461	-5	3	0.0077896118	1	-0.7001266479	negative	1	1	1	-2	-8.598	1	1	1	4.726	0	1	1	0.159	0	0.02	0.177	0.093	0.372
ah twitter. oh ive missed updating you from my phone. its all over now and dont worry. back in action !	0	negative	1	2	1	0	1	0	-3.037	3.576	-5	2	0.6538085919	0	-0.6618041992	neutral	1	1	1	-2	-4.856	2	0	0	2.496	0	1	2	1.092	0	0.809	1.02	-0.472	1.918
Free Guide: Getting Your Law Firm Videos Found On YouTube http://bit.ly/9cizJb	0	neutral	1	0	0	1	0	1	-0.182	3.321	0	1	0.1082224846	1	0	neutral	0	0	2	-1	-0.333	1	0	0	2.349	3	0	1	1.052	0	0.864	1.023	0.017	1.132
@reevesforreal Devote yourself to prayer  being watchful and thankful. Very good verse & a great way 2 start a day! Have a fun day in PC!	1	positive	5	0	0	4	3	12	-0.948	8.997	0	1	1.480837049	3	-0.7025749683	positive	0	0	4	-1	-1.785	3	0	0	8.575	2	0	3	2.612	0	1.954	3.199	-0.466	3.162
Just back from a walk with the doggies. Got caught in a hail storm - hailstones really sting when they're lashing down on your face!	0	positive	3	1	3	1	0	2	-2.747	2.716	0	3	0.8965163361	0	-1.1699256897	neutral	0	3	1	-1	-4.53	1	0	2	7.903	1	1	2	0.676	-0.409	-0.685	1.273	-0.928	1.178
to better understand me lol -> RT @whysogreen i'm going back to school@ doing a free 5 week automotive course! :)	0	positive	4	0	0	2	0	6	-2.612	4.03	0	1	0.8487009984	0	-0.2890625	positive	0	0	0	-1	-4.907	3	0	0	3.697	0	0	2	0.782	-0.032	0.619	0.594	0	0.682
Auto Insert XML-Feed in Joomla EZ-Realty by chadutz: Means we need an RSS-feed-reader component that auto inserts ... http://bit.ly/9E6qxQ	0	neutral	0	0	0	0	0	0	-2.451	1.124	0	1	0	0	-0.490234375	neutral	0	0	0	-1	-1.261	1	0	0	1.624	0	0	1	0.179	0	0.043	0.258	-0.3	0.521
@yourcitylights And Simon Peter answered and said  Thou art the Christ  the Son of the living God. Matthew 16:16 Jesus Loves you	1	positive	0	0	0	1	2	2	-1.963	4.89	0	1	0.1943359375	2	-0.1875	positive	1	0	2	-1	-0.563	3	0	0	3.824	1	1	3	0.983	0	0.057	0.074	-0.103	2.441
Bored with waiting for the iPad to come out so I've made my own out of a journos pad and some spray mount http://yfrog.com/3lg87aj	0	negative	0	1	0	0	0	0	-6.217	2.026	-2	2	0.4923772812	0	-0.0985183716	neutral	0	0	1	-2	-2.809	1	0	0	3.737	0	0	1	0.828	-0.423	-0.723	1.383	-0.871	1.459
So I have come to the conclusions that there's bitches who dnt like me on here bt follow wtf I gotta say!	0	negative	1	0	0	1	0	2	-9.782	4.12	-9	3	0.213875398	0	-0.1869535446	neutral	0	0	0	-3	-5.27	1	0	0	0.705	0	0	2	0.91	0	1.001	1.266	-1.024	1.488
Rock onRT @inrockmusic: BillZucker: I LOVE @DaveMalby @D_Old_Man @GlassRiverJewel @susancha @burkepreston (cont) http://tl.gd/7sh8m	0	positive	1	0	0	1	0	3	-0.172	5.871	0	1	0.3596191406	1	-0.03125	positive	0	0	2	-1	-0.418	3	0	0	2.157	0	0	3	0.316	0	0.491	0	0	0.458
RT @diskopo Who wants to laugh? http://bit.ly/aBMOmR	1	positive	0	0	1	0	0	1	-1.552	2.03	0	1	0.046875	1	0	positive	0	0	1	-1	-0.907	2	0	0	0.038	0	0	2	0.032	0	0.023	0.074	0	0
my clothes smell like weed  vomit and chicken. and i didnt smoke. nor vomit. and most unfortunately didn't eat chicken. nice -_-	0	negative	2	6	4	2	0	5	-6.165	1.764	0	4	0.6840820313	0	-1.146484375	negative	0	1	1	-2	-8.068	2	3	1	4.469	0	2	2	0.556	-0.113	0.088	0.753	-0.348	0.833
It took 2 hours rummaging through my receipt drawer only to learn I?d lost the receipt  isn?t there a better way? http://ow.ly/14Xm2	0	neutral	1	1	1	1	0	2	-2.678	0.715	-3	2	0.6160583496	0	-0.4030761719	negative	1	1	1	-1	-6.949	1	0	0	2.658	0	0	1	0.254	-0.11	-0.093	0.442	-0.318	0.33
@debontherocks Conferences have NEVER made me wish to have a child. EVER. What are you drinking @ said cons??	0	neutral	1	1	0	0	1	1	-4.167	2.078	0	3	0.140625	1	-0.744512558	negative	0	1	1	-1	-3.363	1	0	0	1.416	0	0	1	0.807	-0.034	0.883	1.177	-0.367	0.626
I favorited a YouTube video -- Zooey Deschanel in Weeds http://youtu.be/FApZlnX_G1U?a	0	positive	0	0	0	1	0	2	-0.562	2.912	0	1	0	0	-0.09375	neutral	1	1	0	-1	-0.609	2	0	0	5.327	0	0	2	0	0	0	0	0	0
@Sjoerd The tweep most like you is @frankmeeuwsen. Others are @erikvisser and @Markies. Full list at http://tweeplike.me/profile/Sjoerd	0	positive	1	0	0	1	0	2	-1.425	4.238	0	1	0.1840820313	0	0	positive	0	0	1	-1	-0.342	1	0	0	1.112	0	0	2	1.126	0	0.84	1.509	-0.554	1.585
@armaghetto ugh... if i have too much of the gogo juice i get a bad stomach ache	0	negative	0	3	4	0	0	0	-4.612	0.958	-5	3	0.5371742258	0	-1.0746946335	negative	2	2	0	-3	-9.293	1	2	1	1.175	0	1	1	0.7	-0.422	-0.602	0.467	-1.178	1.267
Urgh i'm soo bored and tired. text. call  anything. hmm i must find things to multi task on now!	0	negative	0	2	1	0	0	0	-4.541	1.433	-4	4	0.25	0	-0.3197264699	negative	0	1	1	-2	-6.65	1	0	0	1.374	0	0	2	0.482	-0.337	-0.885	1.127	-1.006	1.027
Guayadeque - Nice music player | Ubuntu Geek: Music Player with the aims to be intuitive  easy to use and fast eve... http://bit.ly/9NLi0v	0	positive	3	0	0	4	0	4	-3.083	8.44	0	1	1.0871276855	2	-0.125	neutral	2	2	3	-1	-1.116	2	0	0	5.048	0	0	2	1.107	0	0.993	1.022	-0.511	1.813
@Munchkin75 wahooooo! The ho-ness has been a bit too thin on the ground today! x	0	positive	0	0	1	0	0	0	-1.027	1.02	0	2	0.109375	0	-0.1744689941	positive	0	0	0	-1	-1.711	3	0	0	1.846	1	0	2	0.197	-0.071	-0.128	0.35	0.042	0.347
Headed to human resources class. Now I know why Michael hates Toby so much.	0	negative	0	1	0	0	0	0	-4.44	1.105	-3	3	0.5130004883	1	-0.05078125	negative	0	0	1	-4	-4.657	1	0	0	1.685	1	0	1	0.192	-0.07	-0.187	0.354	-0.154	0.353
@mckra1g What do you call a fish with no eyes?	0	neutral	0	0	0	0	0	0	-2.003	1.214	-1	1	0.25	0	-0.6483178167	neutral	0	0	0	-1	-1.455	1	0	0	1.055	0	0	1	0.274	0	0.055	0.305	-0.18	0.642
listening All These Things That I've Done - The Killers	0	neutral	0	0	0	0	0	0	-1.256	1.99	0	1	0.34375	0	-0.03125	neutral	0	0	0	-1	-0.779	1	0	0	2.839	0	0	1	0.343	0	-0.069	0.488	-0.271	0.882
RT @AbilityAmerica: Getting Access to Health Care for People with Physical Disabilities: http://bit.ly/b3eiEJ	0	positive	1	0	0	0	0	2	-4.432	1.339	0	1	0.353515625	0	0	neutral	0	0	0	-1	-1.984	1	0	0	0.993	0	0	2	0.74	0	0.952	0.722	-0.283	0.829
I love P2P but was worried about ISPs keeping my logs. With YourPrivateVPN I don't have to worry anymore. http://bit.ly/aemTcO	0	negative	1	2	2	1	1	3	-3.674	2.559	-6	2	0.7985839844	1	-1.1244192123	negative	2	2	1	-4	-7.618	3	0	0	2.467	0	1	3	1.068	-0.137	0.049	0.51	-0.686	1.341
Best of Personal Finance Roundup: What You Need to Know About Social Security http://bit.ly/coTke5	0	positive	2	0	0	1	0	3	-3.975	4.477	0	1	0.5369262695	0	-0.0859375	neutral	0	0	0	-1	-1.798	1	0	0	1.294	1	0	2	1.218	-0.07	0.759	2.031	-1.347	1.859
The @simonhuck starring of E of @jonathancheban ?SPINdustry? it creates special concerning the world of Im Exec PR! Sunday February 21...	0	positive	1	0	0	0	0	0	-0.69	9.735	0	1	0.3188476563	1	-0.0014648438	positive	0	0	1	-1	-1.12	1	0	0	4.081	0	0	2	1.108	-0.029	1.119	1.06	-0.13	1.266
Bab Girls Club was FunnY ass ShyT can't wait Til the reuion shw	0	negative	1	1	0	0	1	4	-4.617	2.5	-4	1	1.220703125E-4	0	-0.34375	neutral	0	2	0	-3	-1.274	3	0	0	1.167	0	0	2	0.784	-0.062	1.034	0.027	0	1.012
RT @fallout: Don't forget to watch the #FalloutNewVegas teaser & RT for a chance to win a signed FNV poster http://bit.ly/fnvcon Must be 18+	1	negative	0	0	1	1	1	6	-6.497	5.003	-1	1	0.7462158203	0	-0.3124656677	neutral	0	1	0	-3	-0.564	2	0	0	2.551	0	1	1	1.306	-0.302	0.086	1.603	-0.478	1.756
my moms a retard for reading my texts and thinking my most recent tweet was inapproprate	0	neutral	0	1	1	0	0	0	-2.787	2.345	-2	3	0.328125	0	-0.0703125	neutral	1	1	1	-1	-2.853	1	1	0	2.267	0	1	1	0.427	-0.028	0.024	0.573	-0.152	0.728
Playgirl print magazine cover to feature teenage dad of Sarah Palin's grandson - The Canadian Press http://ow.ly/16xuGj	0	neutral	1	0	0	0	0	0	-6.452	4.349	0	1	0.2763054967	0	0	neutral	0	0	1	-1	-0.641	1	0	0	5.434	1	0	1	0.243	0	0.082	0.286	-0.241	0.599
@Yung_PHENOM	0	neutral	0	0	0	0	0	0	0	0	0	1	0	0	0	neutral	0	0	0	-1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RT @Twitter_Tips: Inflated tweet count fix should be ready by tomorrow! http://j.mp/aJsnVj	0	positive	1	1	1	1	2	0	-2.977	3.184	0	1	0.4436035156	0	-0.282409668	positive	0	1	1	-1	-0.913	1	0	0	1.771	1	0	2	0.169	0	0	0.264	-0.002	0.385
RT @keefstuart: Super Nanny takes on violent videogames: The childcare expert conclusively proves that playing shooters makes kids... http://bit.ly/abVAy4	1	negative	2	1	1	2	0	3	-2.745	4.548	-3	1	0.1953125	0	-0.0234375	neutral	0	1	1	-3	-2.457	1	1	1	3.035	1	1	3	0.345	-0.154	-0.034	-0.195	-0.189	0.453
RT @demetriab: i #swearfolawd that betta be your navel and not your dick< and i #swearfolawd the pussy better be better than the head...lmao	0	neutral	2	1	0	2	0	4	-4.781	3.143	-4	2	1.1327514648	0	-0.75	positive	0	0	0	-1	-6.643	2	0	0	2.084	0	0	1	0.55	0	0.119	0.793	-0.401	1.134
N'Gog had a difficult game playing against Vermalen and Gallas. Still think he is better as an impact sub than a starter	0	positive	1	1	3	1	0	2	-9.55	1.476	-1	2	0.5932312012	0	-1.1661663055	neutral	0	0	0	-1	-2.59	2	0	0	2.176	0	1	2	0.906	-0.109	0.287	1.667	-0.902	1.296
Woodstoves MAde Easy at http://bit.ly/4P90rP	0	neutral	1	0	0	1	0	1	0	0.857	0	1	0.2353057861	0	0	neutral	0	0	0	-1	-0.182	1	0	0	0.599	0	0	1	0.269	0	0.806	0	0	0
RT @BoomerLivingNow: Retirement: Don't Run Out of Money Before You Run Out of Time http://ow.ly/15RgI #finances #boomer #retirement	1	neutral	0	0	0	0	4	0	-3.559	1.645	0	2	0.052913636	3	-0.1297340393	neutral	2	2	3	-1	-2.24	1	0	1	2.912	3	2	1	0.671	0	0	0.955	0	1.059
So I missed #BGC again this wk...can some tell me wht happened	0	negative	0	1	0	0	0	0	-4.182	0.744	-2	2	0.4130859375	0	-0.53125	negative	0	0	0	-2	-3.84	1	0	0	0	0	0	1	0.255	0	-0.065	0.435	-0.207	0.602
Everyone says to give up on you  but they don't see you like I do.	0	positive	1	0	0	1	0	2	-4.208	2.486	0	2	0.2666631937	0	-0.2972334681	negative	0	0	0	-1	-1.809	1	0	0	0.224	0	0	2	0.451	-0.645	-0.397	0.691	-0.491	-0.398
@zanniewee yep  sumtimes beatings or spankings ultimately lead the child 2 b more rebellious...not me tho  my momz hitz were effective lol.	0	negative	3	0	0	2	2	5	-4.572	5.184	0	3	0.2232068256	1	0	negative	0	0	4	-2	-2.472	2	0	0	1.196	1	0	2	0.082	-0.059	-0.091	0.074	0.057	0.143
After these shows I'm callin it a early nite  been up early and already gettin sleepy!!	0	positive	0	0	0	0	0	0	-3.363	1.354	0	3	0.3662109375	0	-0.09375	negative	0	0	0	-1	-3.534	1	0	0	3.042	0	0	2	0.289	0	0.023	0.462	-0.279	0.662
Gamepocalypse Ep.1 records tonight - send us your questions and vote on what Sean will play next! - http://shar.es/aLN9Q	1	positive	1	0	0	0	1	0	-2.679	5.855	0	1	0.2861331701	1	-0.03125	positive	1	1	1	-1	-0.003	1	0	1	3.281	1	0	2	0.55	0	0.037	0.807	-0.464	1.15
@Kurtsiegirl1827 Oh  well the Stadium of Fire thing I was talking about is in Utah...	0	positive	1	0	0	1	0	0	-2.315	1.011	-2	1	0.2514879723	0	-0.1890010834	neutral	0	0	0	-1	-1.39	1	0	0	1.817	0	1	2	1.145	-0.034	0.857	1.279	-0.237	1.435
@pacificbrewnews No beer for me today either. But I am enjoying the 2008 Odonata Grenache.	0	positive	0	0	0	1	1	2	-1.762	1.974	-1	1	0.078125	2	-0.2109375	neutral	0	0	2	-1	-2.923	2	0	0	3.26	1	0	3	0.468	0	0.172	0.46	-0.217	0.807
Free: Star Bucks Gift Card http://listia.com/1p8s	1	neutral	2	0	0	1	2	3	-0.258	2.136	0	1	0.1423716545	2	-0.0234375	neutral	0	0	2	-1	-0.479	2	0	0	1.618	1	0	1	0.948	0	1.008	0.685	-0.08	1.024
Atlanta Nightclub VIP Tables and Bottle Service | My Favorite Sin http://is.gd/7v8ON	0	negative	1	1	1	1	0	2	-2.979	2.022	0	1	0.1171875	1	-0.25390625	neutral	1	1	1	-2	-0.787	1	1	1	3.301	1	1	2	0.175	-0.116	-0.106	0.356	-0.322	0.209
o_O #thefuck?? RT @b_easy Pull out bruh RT @YNGELROYJETSON: @First_lady22 lol! Let me stop messin wit u before u get preg over twitter.	0	positive	0	0	0	0	0	3	-12.57	3.81	-1	2	0.1445961008	0	-0.0138596743	positive	0	0	2	-1	-2.599	2	0	0	0.674	0	0	3	0.633	-0.048	-0.206	0.36	-0.639	1.449
Landed in MIN on time. No turbulence  delays  or bickering so far. Must find AC for puter to watch last Mon's 24 or my trip will be ruined	1	negative	1	3	1	0	2	0	-7.871	2.827	-3	2	0.5093675852	0	-0.808093071	negative	1	3	1	-2	-9.783	2	2	3	3.564	0	3	1	0.525	-0.033	-0.122	0.981	-0.481	1.053
@sarah_bear44 wait. goodnight sweet dreams doesn't mean just friends? And sorry bout the 'tide. I didn't feel so well	1	negative	5	1	1	2	2	3	-5.161	4.339	-1	2	0.6963827629	1	-0.3125	neutral	0	2	1	-2	-3.272	2	0	1	3.498	1	0	2	1.251	-0.405	-0.095	1.874	-1.187	1.945
RT @Kelsey_Grammer: So GOOGLE BUZZ is a hot topic Look at the OFFICAL GOOGLE [Video] - http://clicky.me/OfficialMI4 and you will LOVE it GO GOOGLE	0	positive	3	0	0	2	1	3	-6.067	7.144	0	1	0.4501648527	1	-0.3399701118	positive	0	0	2	-1	-1.129	3	0	1	3.971	0	1	3	0.664	0	0.39	0.582	-0.232	1.251
@itsonlymichelle guess whats driving on the way to my house =)	1	neutral	0	0	0	0	0	0	-0.705	0.219	0	1	0.0634765625	0	-0.078125	neutral	0	0	0	-1	-1.426	2	0	0	2.043	0	0	1	0.152	0	-0.13	0.314	-0.126	0.502
and Verizon to reduce the fees they charge for their airtime  and now if they're successful w/their high speed effort  they'll create the	0	positive	1	0	0	1	1	3	-8.565	2.721	0	1	1.0289917029	2	-0.0427858829	neutral	0	0	3	-1	-4.521	2	0	0	3.122	1	0	3	0.985	0	-0.008	1.667	-0.417	1.715
@ClassCie I got one more song to finish :) then I will send it	0	neutral	1	0	0	0	0	0	-1.134	2.117	0	1	0.1592330933	0	-0.0625	positive	0	0	0	-1	-1.369	2	0	0	1.334	0	0	1	0.404	0	0.123	0.635	-0.267	0.97
RT @ganpy: RT+1@eveningdrizzles: This needs an awareness http://beta.thehindu.com/sci-tech/energy-and-environment/article33320.ece	0	neutral	0	0	0	0	0	0	-1.111	1.319	0	1	0.5	0	-0.125	neutral	0	0	0	-1	-0.718	1	0	0	0.127	0	0	1	0	-0.078	-0.062	-0.03	0.018	-0.184
RT Sorry i've been quiet on the tweetside  i'm just really into @Viewpointr right now (http://viewpointr.com) << its addictive.	0	negative	2	1	1	2	0	0	-4.575	1.904	-1	2	0.5944824219	0	-0.9095376097	negative	1	0	1	-2	-3.528	1	0	0	1.415	0	0	1	0.898	-0.405	-0.287	1.681	-1.351	1.51
just watched 10 minutes of house of payne cause I didnt want to get up and look for the remote.	0	neutral	2	0	0	0	0	1	-2.072	1.178	0	2	0.3528175363	0	-0.2905273438	neutral	0	0	0	-1	-4.658	1	0	0	2.414	0	0	1	1.151	0	0.51	2.138	-1.235	2.038
Having English class now  we're doing profiles to ning.com  not so different from my freetime :D	0	neutral	0	0	0	0	0	0	-2.405	0.945	0	1	0.0883789063	0	-0.69140625	negative	0	0	0	-1	-2.418	2	0	0	1.486	0	0	1	0.239	0	-0.083	0.496	-0.258	0.563
@shreyaghoshal hey thats a good news. what is the name of that film.	1	positive	1	0	0	1	1	3	-1.784	3.606	0	1	0.7954046149	1	-0.0625	positive	0	0	1	-1	-0.468	2	0	0	2.606	1	0	2	1.109	0	1.016	1.257	-0.245	1.3
I just fell asleep  at the most  three and a half hours ago. Why the bitch am I awake?	0	negative	1	2	2	0	0	0	-3.11	0.599	-5	3	0.2351074219	0	-0.857421875	negative	2	2	0	-2	-6.687	1	1	1	3.85	0	1	1	0.646	-0.074	-0.231	1.219	-0.409	1.305
#nowplaying Cyborg ? P-Model http://bit.ly/b0Eo5C in iPod app via @twitbird	0	neutral	0	0	0	0	0	0	-0.361	0.52	0	1	0	0	0	neutral	0	0	0	-1	-0.795	1	0	0	2.522	0	0	1	0.077	0	0.159	-0.005	0.011	0.079
Thanks again to Ken for this RT @@KenPlume Now on FRED: @The_No_Show interview w/ James Cameron  Emperor of Everything... http://is.gd/83OtB	0	positive	0	0	0	0	0	2	-0.65	5.204	0	1	0.0400390625	0	-0.00390625	positive	0	0	1	-1	-0.916	2	0	0	4.486	0	0	2	0.44	-0.033	0.078	0.587	-0.169	0.726
http://bit.ly/WireUF ESPN names #Gators OC/Asst Head Coach Steve Addazio National #NCAA #Sports http://goo.gl/fb/lhE4	0	neutral	0	0	0	0	0	0	-2.583	1.86	0	1	0.003906224	0	0	neutral	0	0	0	-1	-0.851	1	0	0	0.339	1	0	1	0.084	-0.063	-0.012	0.122	-0.155	0.109
(3) AdilityDeal.com Coupons Deals. | Internet Coupons and Discounts: As a high school student working at a local pizza pub in Jefferso...	0	neutral	0	0	0	0	0	0	-1.566	3.708	0	1	0.2677602768	0	-0.1875	neutral	0	0	1	-1	-2.367	1	0	0	5.27	1	0	1	0.295	-0.148	0.029	0.28	-0.082	0.143
