content	timeStamp	tweetId	userId	topic	swn3_negative_words	sentiStrength_pos	afinn_positive_words	afinn_positiveness	swn3_neutral_words	afinn_negative_words	afinn_negativeness	label	lex_positive_words	swn3_negativeness	swn3_positive_words	swn3_positiveness	lex_negative_words	supervised_polarity	sentiStrength_neg	emo_joy	emo_anticipation	emo_fear	emo_trust	emo_sadness	emo_anger	emo_surprise	emo_disgust	sentiStrength_neu
"this dentist's office is cold :/"""	Tue Jun 02 03:34:37 UTC 2009	2404	arianaflyy	dentist	1	1	0	0	2	0	0	negative	0	-0.5096549988	0	0	1	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Check this video out -- David After Dentist http://bit.ly/47aW2"""	Tue Jun 02 03:34:50 UTC 2009	2405	jettellis	dentist	1	1	0	0	4	0	0	neutral	0	-0.0023841858	1	0.0932533749	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"First dentist appointment [in years] on Wednesday possibly."""	Tue Jun 02 03:35:05 UTC 2009	2406	AdiOpERsOcoM	dentist	0	1	0	0	6	0	0	neutral	0	0	2	0.0356636047	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Tom Shanahan's latest column on SDSU and its NCAA Baseball Regional appearance: http://ow.ly/axhu"""	Tue Jun 02 04:29:14 UTC 2009	2407	HallofChampions	baseball	0	1	0	0	2	0	0	neutral	0	0	5	0.16796875	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... http://bit.ly/EtT8a"""	Tue Jun 02 04:29:17 UTC 2009	2408	SimpleManJess	baseball	0	1	1	1	5	0	0	neutral	1	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Portland city politics may undo baseball park http://tinyurl.com/lpjquj"""	Tue Jun 02 04:29:28 UTC 2009	2409	Oregon_Live	baseball	1	1	0	0	5	0	0	neutral	0	-0.0390625	1	0.015625	1	neutral	-1	0	0	0	0	0	1	0	0	neutral
"RT @WaterSISWEB: CA Merced's water bottled by Safeway, resold at a profit: Wells are drying up across the county http://tinyurl.com/mb573s"""	Tue Jun 02 04:39:41 UTC 2009	2410	AirDye	safeway	3	3	0	0	6	0	0	neutral	1	-0.3435058594	2	0.3818359375	0	neutral	-1	0	0	0	1	0	0	0	0	positive
"dropped her broccoli walking home from safeway! ;( so depressed"""	Tue Jun 02 04:40:09 UTC 2009	2411	csquaredx	safeway	1	3	0	0	2	1	-2	neutral	0	-0.28125	2	0.25390625	1	negative	-4	0	0	1	0	1	1	0	0	negative
"@ronjon we don't have Safeway."""	Tue Jun 02 04:41:05 UTC 2009	2412	XPhile1908	safeway	2	2	0	0	0	0	0	neutral	0	-0.2494192123	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"Just applied at Safeway!(: Yeeeee!"""	Tue Jun 02 04:41:13 UTC 2009	2413	LaurenAmor	safeway	0	3	0	0	2	0	0	positive	1	0	1	0.1726074219	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"@ Safeway. Place is a nightmare right now. Bumming."""	Tue Jun 02 04:41:24 UTC 2009	2414	TravisJensenSF	safeway	4	2	0	0	0	0	0	negative	1	-0.275687512	1	1.802442129701376E-4	1	neutral	-1	0	0	1	0	0	0	0	0	positive
"at safeway with dad"""	Tue Jun 02 04:41:32 UTC 2009	2415	Lovely_Lauren	safeway	0	2	0	0	2	0	0	neutral	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"HATE safeway select green tea icecream! bought two cartons, what a waste of money.  &gt;_&lt;"""	Tue Jun 02 04:41:41 UTC 2009	2416	fugface85	safeway	3	2	0	0	4	2	-4	negative	0	-0.5628967285	2	0.202041626	2	neutral	-4	2	1	1	2	1	2	1	2	negative
"Safeway with Marvin, Janelle, and Auntie Lhu"""	Tue Jun 02 04:42:00 UTC 2009	2417	_JessicaJOY	safeway	0	2	0	0	1	0	0	neutral	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"Safeway offering mobile coupons http://bit.ly/ONH7w"""	Tue Jun 02 04:42:29 UTC 2009	2418	mobileadgirl	safeway	0	2	0	0	0	0	0	neutral	0	0	2	0.0205078125	0	neutral	-1	0	1	0	1	0	0	0	0	positive
"Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa"""	Tue Jun 02 06:52:26 UTC 2009	2419	m_marchesi	driving	1	1	2	6	3	0	0	neutral	1	-3.814697265625E-6	3	0.2116408497	1	neutral	-1	0	1	0	1	0	0	0	0	neutral
"Saved money by opting for grocery store trip and stocking food in hotel room fridge vs. eating out every night while out of town."""	Tue Jun 02 06:53:09 UTC 2009	2421	TheDebtress	eating	6	1	1	2	10	0	0	neutral	0	-0.4764480591	3	0.2312011719	0	neutral	-1	2	2	0	2	0	1	2	0	neutral
"Lounging around, eating Taco Bell and watching NCIS before work tonight. Need help staying awake."""	Tue Jun 02 06:53:15 UTC 2009	2422	face_of_boe	eating	2	1	1	2	5	0	0	neutral	1	-0.0978393555	4	0.102112137	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"eating breakfast and then school"""	Tue Jun 02 06:53:30 UTC 2009	2426	LaraAvni	eating	0	1	0	0	2	0	0	neutral	0	0	2	0.1484375	0	neutral	-1	0	0	0	1	0	0	0	0	neutral
"still hungry after eating...."""	Tue Jun 02 06:53:32 UTC 2009	2427	elpasira	eating	2	1	0	0	2	0	0	neutral	0	-0.2280864716	0	0	1	neutral	-2	0	1	0	0	0	0	0	0	negative
"10 tips for healthy eating ? ResultsBy Fitness Blog :: Fitness ... http://bit.ly/62gFn"""	Tue Jun 02 06:53:45 UTC 2009	2428	Fitness_101	eating	0	1	3	4	3	0	0	neutral	1	0	3	1.1953125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"with the boyfriend, eating a quesadilla"""	Tue Jun 02 06:54:11 UTC 2009	2429	ohmurder	eating	1	1	0	0	3	0	0	neutral	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Eating dinner. Meat, chips, and risotto."""	Tue Jun 02 06:54:19 UTC 2009	2430	whoaoblivious	eating	0	1	0	0	3	0	0	neutral	0	0	2	0.1875	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"got a new pair of nike shoes. pics up later"""	Thu Jun 04 16:53:02 UTC 2009	2502	stefanjos	nike	1	1	0	0	3	0	0	neutral	0	-0.0625	3	0.1304931641	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Nike SB Blazer High """"ACG"""" Custom - Brad Douglas - http://timesurl.at/45a448"""	Thu Jun 04 16:53:15 UTC 2009	2503	nsborg	nike	0	1	0	0	5	0	0	neutral	0	0	2	0.1779165268	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Nike rocks. I'm super grateful for what I've done with them :) &amp; the European Division of NIKE is BEYOND! @whitSTYLES @muchasmuertes"""	Thu Jun 04 16:53:20 UTC 2009	2504	marieforleo	nike	2	3	2	6	5	0	0	positive	2	-0.0625	3	0.2578125	1	positive	-1	0	0	0	0	0	0	0	0	positive
"Nike Air Yeezy Khaki/Pink Colorway Release - http://shar.es/bjfN"""	Thu Jun 04 16:53:48 UTC 2009	2505	imflashy	nike	1	1	0	0	1	0	0	neutral	0	-0.0625	1	0.0936923027	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"@evelynbyrne have you tried Nike  ? V. addictive."""	Thu Jun 04 16:54:17 UTC 2009	2506	TheGlossMagazin	nike	2	1	0	0	2	0	0	positive	0	-0.7494535446	1	0.5	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"@erickoston That looks an awful lot like one of Nike's private jets....I'm just sayin...."""	Thu Jun 04 16:54:32 UTC 2009	2507	MiniGreek	nike	2	2	1	2	1	1	-3	neutral	2	-0.140625	5	0.4509277344	1	neutral	-4	0	0	1	0	1	1	0	1	negative
"The Nike Training Club (beta) iPhone app looks very interesting."""	Thu Jun 04 16:54:36 UTC 2009	2508	TracySuter	nike	0	3	1	2	1	0	0	positive	1	0	5	1.0001220703	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"argghhhh why won't  my jquery appear in safari bad safari !!!"""	Sun Jun 07 01:12:38 UTC 2009	2529	TobyJuanKenobi	jquery	1	2	0	0	5	1	-3	negative	0	-0.2861785889	0	0	1	negative	-2	0	0	1	0	1	1	0	1	negative
"DevSnippets : jQuery Tools - Javascript UI Components for the Web... http://inblogs.org/go/hfuqt"""	Sun Jun 07 01:12:44 UTC 2009	2530	inBlogs	jquery	0	1	0	0	0	0	0	neutral	0	0	1	0.064453125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/"""	Sun Jun 07 01:12:46 UTC 2009	2531	vmkobs	jquery	0	1	0	0	2	0	0	neutral	0	0	2	0.345703125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js"""	Sun Jun 07 01:13:23 UTC 2009	2532	ghurson	jquery	7	3	2	4	5	2	-2	positive	3	-0.7358398438	2	0.4147872252	1	neutral	-3	2	2	1	1	0	0	1	0	negative
"This is cold.. I was looking at google's chart//visualization API and found this jQuery """"wrapper"""" for the API...  http://tinyurl.com/mq52bq"""	Sun Jun 07 01:13:34 UTC 2009	2533	5x1llz	jquery	4	1	0	0	3	0	0	neutral	0	-0.6346549988	0	0	1	neutral	-1	1	0	0	1	0	0	0	0	neutral
"I spent most of my day reading a jQuery book. Now to start drinking some delirium tremens."""	Sun Jun 07 01:13:43 UTC 2009	2534	bryall	jquery	5	1	0	0	2	0	0	neutral	0	-0.4101526737	5	0.3759765625	1	positive	-1	0	1	0	0	1	0	0	1	neutral
"jquery Selectors http://codylindley.com/jqueryselectors/"""	Sun Jun 07 01:14:41 UTC 2009	2535	vmkobs	jquery	0	1	0	0	0	0	0	neutral	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ"""	Sun Jun 07 01:15:08 UTC 2009	2536	maheshcha	jquery	2	1	0	0	3	0	0	neutral	0	-0.125	1	0.0546875	0	neutral	-1	0	0	1	0	0	0	0	0	neutral
"What's Buffet Doing? Warren Buffett Kicks Butt In Battle of the Boots: Posted By:Alex Crippe.. http://bit.ly/AUIzO"""	Sun Jun 07 03:27:52 UTC 2009	2537	MyBenchmarkMtg	warren buffet	1	1	0	0	4	1	-1	neutral	0	-0.125	1	0.0625	1	neutral	-1	0	0	0	0	0	2	0	0	neutral
"SUPER INVESTORS: A great weekend read here from Warren Buffet. Oldie, but a goodie. http://tinyurl.com/oqxgga"""	Sun Jun 07 03:28:18 UTC 2009	2538	PragCapitalist	warren buffet	2	3	2	6	5	0	0	positive	2	-0.125	4	0.1370849609	0	neutral	-1	0	0	0	0	0	1	0	0	positive
"I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul"""	Sun Jun 07 03:28:26 UTC 2009	2539	SmartMouthBroad	warren buffet	3	2	1	2	2	0	0	neutral	1	-0.1015625	5	0.2267446518	0	neutral	-1	1	0	0	1	0	1	0	0	positive
"reading Michael Palin book, The Python Years...great book. I also recommend Warren Buffet &amp; Nelson Mandela's bio"""	Sun Jun 07 03:29:04 UTC 2009	2540	goncalol	warren buffet	1	1	1	2	5	0	0	positive	1	-0.03125	6	0.46875	0	neutral	-1	0	0	0	1	0	1	0	0	neutral
"I mean, I'm down with Notre Dame if I have to.  It's a good school, I'd be closer to Dan, I'd enjoy it."""	Sun Jun 07 17:42:50 UTC 2009	2541	BobtheRobot	notre dame school	7	3	2	5	3	0	0	positive	2	-0.3432035446	7	1.4406353999	1	positive	-1	2	2	0	4	0	1	1	1	positive
"I can't watch TV without a Tivo.  And after all these years, the Time/Warner DVR  STILL sucks. http://www.davehitt.com/march03/twdvr.html"""	Sun Jun 07 21:47:45 UTC 2009	2543	Hittman	time warner	3	1	0	0	4	1	-3	negative	0	-0.1343364716	2	0.6318359375	0	negative	-2	0	1	1	0	0	0	0	0	negative
"I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis"""	Mon Jun 08 00:01:27 UTC 2009	2544	aiban	federer	1	2	2	6	8	0	0	positive	2	-0.03125	5	0.4439086914	1	positive	-1	0	0	0	0	0	0	0	0	positive
"I still love my Kindle2 but reading The New York Times on it does not feel natural. I miss the Bloomingdale ads."""	Mon Jun 08 00:12:16 UTC 2009	2545	nyctimes	kindle2	5	3	2	4	3	1	-2	negative	2	-0.7827739716	7	0.7534427643	1	neutral	-2	1	0	0	0	0	0	0	0	positive
"I love my Kindle2. No more stacks of books to trip over on the way to the loo."""	Mon Jun 08 00:13:48 UTC 2009	2546	k8tb52	kindle2	3	3	1	3	2	1	-1	positive	1	-0.3046875	5	0.4028320313	0	neutral	-1	1	0	0	0	0	0	1	1	positive
"Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more."""	Mon Jun 08 19:59:10 UTC 2009	2558	taylorcarrigan	at&t	4	3	1	3	4	1	-4	negative	2	-0.6137695313	5	0.4108886719	2	neutral	-2	0	1	0	0	0	1	0	1	positive
"@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)"""	Mon Jun 08 19:59:50 UTC 2009	2559	susanjane	at&t	5	2	0	0	5	0	0	negative	0	-0.984375	1	0.2734375	1	negative	-3	0	0	1	0	1	1	0	0	negative
"@freitasm oh I see. I thought AT&amp;T were 900MHz WCDMA?"""	Mon Jun 08 20:01:17 UTC 2009	2560	stick08	at&t	3	1	0	0	1	0	0	neutral	0	-0.1875	1	0.001526475	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
"@Plip Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in?"""	Mon Jun 08 20:01:55 UTC 2009	2561	CaptainCraigos	at&t	0	2	1	2	3	0	0	neutral	3	0	6	0.3425292969	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"Fuzzball is more fun than AT&amp;T ;P http://fuzz-ball.com/twitter"""	Mon Jun 08 20:06:40 UTC 2009	2562	iPhoneFuzzball	at&t	1	2	1	4	2	0	0	negative	1	-0.203125	0	0	0	positive	-1	1	1	0	0	0	0	0	0	positive
"Today is a good day to dislike AT&amp;T. Vote out of office indeed, @danielpunkass"""	Mon Jun 08 20:07:44 UTC 2009	2563	itsolivia	at&t	3	2	1	3	2	1	-2	negative	1	-0.4711341858	4	0.9127218146	1	positive	-3	2	2	0	2	1	2	2	1	negative
"GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave"""	Mon Jun 08 20:46:18 UTC 2009	2564	kyrabeckf	wave sandbox	7	4	2	4	3	1	-3	positive	1	-0.6645383835	8	0.5168460607	2	positive	-2	2	2	1	2	1	1	2	1	positive
"looks like summize has gone down. too many tweets from WWDC perhaps?"""	Tue Jun 09 03:58:11 UTC 2009	2575	auxesis	summize	2	2	1	2	2	0	0	negative	1	-0.359375	2	0.223847881	2	negative	-1	0	0	0	0	0	0	0	0	positive
"I hope the girl at work  buys my Kindle2"""	Tue Jun 09 05:14:20 UTC 2009	2576	deedeewarren	kindle2	1	3	1	2	1	0	0	neutral	1	-0.03125	3	0.1050418245	0	negative	-1	1	1	0	1	0	0	1	0	positive
"Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 http://bit.ly/i0peY @wroush"""	Tue Jun 09 05:14:32 UTC 2009	2577	RogerSPress	kindle2	2	2	2	4	7	1	-2	neutral	1	-0.8774414063	3	0.2934570313	0	neutral	-2	0	0	0	0	0	0	0	0	negative
"@sklososky Thanks so much!!! ...from one of your *very* happy Kindle2 winners ; ) I was so surprised, fabulous. Thank you! Best, Kathleen"""	Tue Jun 09 05:17:27 UTC 2009	2578	kmozena	kindle2	2	3	5	14	4	0	0	positive	5	-0.15625	6	1.1645507813	0	positive	-1	1	1	0	1	0	0	1	0	positive
"Man I kinda dislike Apple right now. Case in point: the iPhone 3GS. Wish there was a video recorder app. Please?? http://bit.ly/DZm1T"""	Tue Jun 09 05:53:40 UTC 2009	2579	Jesssssii	iphone app	6	2	2	2	6	1	-2	negative	3	-0.5837929808	4	0.1298495531	1	neutral	-3	0	0	1	0	1	1	0	1	negative
"@cwong08 I have a Kindle2 (&amp; Sony PRS-500). Like it! Physical device feels good. Font is nice. Pg turns are snappy enuf. UI a little klunky."""	Wed Jun 10 04:03:37 UTC 2009	7011	jimhong	kindle2	6	2	3	8	3	0	0	positive	3	-0.6376371384	5	1.4705831427	1	positive	-1	1	1	0	1	0	0	1	0	positive
"The #Kindle2 seems the best eReader, but will it work in the UK and where can I get one?"""	Wed Jun 10 04:03:53 UTC 2009	7012	Ant_Ward	kindle2	1	2	1	3	5	0	0	positive	2	-0.03125	5	0.1666301128	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"I have a google addiction. Thank you for pointing that out, @annamartin123. Hahaha."""	Wed Jun 10 05:24:40 UTC 2009	7015	popitlockit	google	5	2	2	5	1	0	0	positive	1	-0.2830877304	1	0.09375	1	neutral	-1	0	0	0	0	0	0	0	0	positive
"@ruby_gem My primary debit card is Visa Electron."""	Wed Jun 10 15:31:56 UTC 2009	7055	FionaSarah	visa card	1	1	0	0	2	0	0	neutral	0	-0.125	2	0.0205078125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Off to the bank to get my new visa platinum card"""	Wed Jun 10 15:31:59 UTC 2009	8051	MalloryRayne	visa card	1	1	0	0	2	0	0	neutral	0	-0.3540039063	4	0.0983314523	0	neutral	-1	0	0	0	1	0	0	0	0	neutral
"dearest @google, you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me?"""	Wed Jun 10 15:32:06 UTC 2009	8052	_abi_	visa card	2	2	2	4	7	1	-5	negative	2	-0.4116210938	5	0.3874209749	2	negative	-4	0	0	0	0	0	0	0	0	negative
"has a date with bobby flay and gut fieri from food network"""	Sat Jun 13 16:23:31 UTC 2009	13051	sfkerropi6	Bobby Flay	3	1	0	0	4	0	0	neutral	0	-0.0954589844	0	0	0	neutral	-1	1	1	0	1	0	0	0	1	neutral
"Excited about seeing Bobby Flay and Guy Fieri tomorrow at the Great American Food &amp; Music Fest!"""	Sat Jun 13 16:24:08 UTC 2009	13052	tessalau	Bobby Flay	3	3	2	6	5	0	0	positive	2	-0.15625	4	0.271484375	0	positive	-1	3	2	0	2	1	0	1	0	positive
"Gonna go see Bobby Flay 2moro at Shoreline. Eat and drink. Gonna be good."""	Sat Jun 13 16:24:12 UTC 2009	13053	ZFilth	Bobby Flay	0	2	1	3	4	0	0	positive	1	0	6	0.8367336989	0	neutral	-1	1	1	0	1	0	0	1	0	positive
"can't wait for the great american food and music festival at shoreline tomorrow.  mmm...katz pastrami and bobby flay. yes please."""	Sat Jun 13 16:24:25 UTC 2009	13054	annieblane	Bobby Flay	3	3	3	5	7	0	0	positive	3	-0.203125	5	0.76953125	0	neutral	-1	3	3	0	1	1	0	1	0	positive
"My dad was in NY for a day, we ate at MESA grill last night and met Bobby Flay. So much fun, except I completely lost my voice today."""	Sat Jun 13 16:24:34 UTC 2009	13055	LAURAcBRYAN	Bobby Flay	5	2	1	4	11	1	-3	positive	1	-0.3825683594	6	0.7920824289	2	negative	-1	1	1	0	0	1	0	0	0	positive
"Fighting with LaTex. Again..."""	Sun Jun 14 04:35:33 UTC 2009	13073	NathanChalmers	latex	0	1	0	0	3	0	0	negative	0	0	0	0	0	neutral	-3	0	0	0	0	0	1	0	0	negative
"@Iheartseverus we love you too and don't want you to die!!!!!!  Latex = the devil"""	Sun Jun 14 04:35:53 UTC 2009	13074	LoonyLongbottom	latex	5	3	2	4	1	1	-3	negative	2	-0.722540863	1	0.3522949219	2	neutral	-1	1	1	2	0	2	1	0	1	positive
"7 hours. 7 hours of inkscape crashing, normally solid as a rock. 7 hours of LaTeX complaining at the slightest thing. I can't take any more."""	Sun Jun 14 04:36:07 UTC 2009	13075	QuadError	latex	9	2	1	2	9	0	0	negative	1	-1.8134765625	3	0.2187080383	1	neutral	-2	0	0	0	0	0	0	0	0	negative
"How to Track Iran with Social Media: http://bit.ly/2BoqU"""	Sun Jun 14 21:35:58 UTC 2009	13076	musicmuse	iran	1	1	0	0	1	0	0	neutral	0	-0.001953125	1	0.0038909912	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
"Shit's hitting the fan in Iran...craziness indeed #iranelection"""	Sun Jun 14 21:36:04 UTC 2009	13077	sketoaks	iran	1	1	1	3	3	1	-4	negative	0	-0.1669921875	1	0.01171875	0	neutral	-2	0	0	0	0	0	1	0	1	negative
"Monday already. Iran may implode. Kitchen is a disaster. @annagoss seems happy. @sebulous had a nice weekend and @goldpanda is great. whoop."""	Sun Jun 14 21:36:09 UTC 2009	13078	jamespenycate	iran	4	3	3	9	6	1	-2	negative	3	-0.6875	4	1.0234375	2	positive	-1	1	1	1	1	1	1	1	1	positive
"Twitter Stock buzz: $AAPL $ES_F $SPY $SPX $PALM  (updated: 12:00 PM)"""	Sat Jun 13 16:13:59 UTC 2009	14045	boardcentral	aapl	1	1	0	0	3	0	0	neutral	0	-0.05078125	2	0.0649414007	0	neutral	-1	0	1	1	0	0	0	0	0	neutral
"getting ready to test out some burger receipes this weekend. Bobby Flay has some great receipes to try. Thanks Bobby."""	Sat Jun 13 16:23:41 UTC 2009	14046	JimFacey	Bobby Flay	1	2	2	5	8	0	0	positive	2	-0.0023841858	5	0.7036743164	1	positive	-1	0	1	0	0	0	0	0	0	positive
"@johncmayer is Bobby Flay joining you?"""	Sat Jun 13 16:24:03 UTC 2009	14049	wetfishdesigns	Bobby Flay	0	1	0	0	3	0	0	neutral	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"i lam so in love with Bobby Flay... he is my favorite. RT @terrysimpson: @bflay you need a place in Phoenix. We have great peppers here!"""	Sat Jun 13 16:24:15 UTC 2009	14050	A_TALL_BLONDE	Bobby Flay	5	3	3	8	8	0	0	positive	3	-0.3334379196	4	0.5360689161	0	positive	-1	2	0	0	1	0	0	0	0	positive
"I just created my first LaTeX file from scratch. That didn't work out very well. (See @amandabittner , it's a great time waster)"""	Sun Jun 14 04:31:12 UTC 2009	14069	rooney_tunes	latex	5	3	1	3	3	0	0	negative	3	-0.2231178284	8	0.7428409702	0	positive	-1	0	1	0	0	0	0	0	0	positive
"using Linux and loving it - so much nicer than windows... Looking forward to using the wysiwyg latex editor!"""	Sun Jun 14 04:31:23 UTC 2009	14070	roguemovement	latex	0	4	1	2	10	0	0	positive	0	0	3	1.03125	0	positive	-1	1	0	0	1	0	0	0	0	positive
"After using LaTeX a lot, any other typeset mathematics just looks hideous."""	Sun Jun 14 04:31:28 UTC 2009	14071	yomcat	latex	4	1	0	0	6	0	0	positive	1	-1.078125	1	0.1726074219	1	neutral	-1	0	0	1	0	1	0	0	1	neutral
"Ask Programming: LaTeX or InDesign?: submitted by calcio1 [link] [1 comment] http://tinyurl.com/myfmf7"""	Sun Jun 14 04:31:43 UTC 2009	14072	proggit	latex	3	1	0	0	4	0	0	neutral	0	-0.3828125	1	0.001953125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"On that note, I hate Word. I hate Pages. I hate LaTeX. There, I said it. I hate LaTeX. All you TEXN3RDS can come kill me now."""	Sun Jun 14 04:32:17 UTC 2009	14073	sam33r	latex	11	1	0	0	8	5	-15	negative	0	-2.1987762451	4	0.5269536972	5	negative	-4	0	0	5	1	5	4	0	4	negative
"Ahhh... back in a *real* text editing environment. I &lt;3 LaTeX."""	Sun Jun 14 04:36:34 UTC 2009	14074	iamtheonlyjosie	latex	2	2	0	0	5	0	0	positive	2	-0.09375	2	0.1768798809	0	positive	-1	0	0	0	1	0	0	0	0	positive
"Trouble in Iran, I see. Hmm. Iran. Iran so far away. #flockofseagullsweregeopoliticallycorrect"""	Sun Jun 14 21:36:07 UTC 2009	14075	plutopup7	iran	3	1	0	0	5	1	-2	negative	0	-0.6044921875	2	0.0108038187	1	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad..."""	Sun Jun 14 21:36:17 UTC 2009	14076	captain_pete	iran	5	1	0	0	1	1	-2	negative	2	-1.3158607483	3	0.3525390625	1	negative	-5	0	1	0	0	0	0	0	0	negative
